gene,cds_len,utr_len,cds_fw,cds_te,cds_skew,cds_kurt,utr_fw,utr_te,utr_skew,utr_kurt,gradient_fw,gradient_te,n_cds_windows,n_utr_windows
NCBP2L,462,1491,0.0,0.0,0.5256,-0.1829,0.018519,1.672e-05,0.8825,0.6442,0.018519,1.672e-05,14,55
NCBP3,1863,10909,0.014493,0.00028698,1.1082,1.6206,0.016241,0.00029548,1.0898,1.1416,0.001748,8.5e-06,70,432
NCCRP1,843,1147,0.0,0.0,0.5869,-0.9487,0.05,0.00153787,1.5504,2.2534,0.05,0.00153787,29,41
NCDN,2190,1243,0.02439,1.088e-05,1.0371,0.0791,0.022727,0.00015431,0.7087,-0.1034,-0.001663,0.00014343,83,45
NCEH1,1347,2968,0.020833,1.561e-05,1.1159,0.9505,0.035398,0.00085676,1.6908,3.9884,0.014565,0.00084115,49,114
NCF1,1239,174,0.022727,0.00031865,1.2341,2.0434,,,,,,,45,0
NCF2,1776,680,0.030769,0.00044953,1.2885,1.4252,0.0,0.0,0.9233,0.4155,-0.030769,-0.00044953,66,23
NCF4,1047,596,0.0,0.0,0.1769,-1.0527,0.0,0.0,1.2675,1.2206,0.0,0.0,37,19
NCK1,1317,1107,0.0,0.0,0.726,-0.218,0.025641,3.178e-05,0.7908,0.0867,0.025641,3.178e-05,48,40
NCK2,1161,1556,0.0,0.0,1.1753,1.2367,0.035088,0.00166826,1.6353,3.3628,0.035088,0.00166826,42,58
NCKAP1,3405,1584,0.007634,3.788e-05,1.0305,0.3797,0.017241,7.844e-05,1.1946,0.7664,0.009607,4.056e-05,132,59
NCKAP1L,3459,487,0.015038,6.438e-05,1.0207,0.3516,0.0,0.0,0.5445,-0.8144,-0.015038,-6.438e-05,134,15
NCKAP5,5730,1878,0.004464,7.861e-05,0.8555,0.1601,0.028571,0.00016632,1.2137,1.0639,0.024107,8.771e-05,225,71
NCKAP5L,4005,877,0.032258,0.0005568,1.3514,1.8186,0.068966,0.00084504,0.9745,0.5496,0.036708,0.00028824,156,30
NCKIPSD,2193,786,0.04878,0.00082433,1.5181,2.7976,0.0,0.0,0.6405,-0.0311,-0.04878,-0.00082433,83,27
NCL,2253,590,0.058824,0.00128596,1.6548,3.1477,0.0,0.0,1.0723,0.4628,-0.058824,-0.00128596,86,19
NCLN,1848,434,0.0,0.0,0.6951,-0.3968,0.0,0.0,0.9056,-0.1749,0.0,0.0,69,13
NCMAP,309,3671,0.0,0.0,-0.2433,-1.678,0.014184,0.00017,1.1829,1.0465,0.014184,0.00017,8,142
NCOA1,4326,2963,0.005988,3.545e-05,0.694,0.0106,0.035398,0.00016224,0.7355,-0.3127,0.02941,0.00012679,168,114
NCOA2,4395,4035,0.017647,0.00032804,1.174,1.0934,0.019231,0.00054454,1.2823,2.4703,0.001584,0.0002165,171,157
NCOA3,4275,3686,0.012121,0.00019049,1.0486,0.6425,0.021127,0.00039199,1.1885,1.4712,0.009006,0.0002015,166,143
NCOA4,1953,354,0.013699,0.0002217,1.0422,0.5581,0.0,0.0,-0.1002,-0.5606,-0.013699,-0.0002217,74,10
NCOA5,1740,1867,0.015625,4.919e-05,1.2247,1.7856,0.028986,0.000364,0.8992,0.4924,0.013361,0.00031481,65,70
NCOA6,6207,782,0.020576,0.00028427,1.0633,0.7523,0.153846,0.00242697,1.2399,0.3435,0.13327,0.0021427,244,27
NCOA7,2829,2692,0.009259,0.00029792,1.0618,1.0471,0.029412,0.00095899,1.742,4.2348,0.020153,0.00066107,109,103
NCOR1,7575,1114,0.006734,9.059e-05,0.9907,0.6498,0.025641,0.00060433,1.5468,2.515,0.018907,0.00051374,298,40
NCOR2,7557,1407,0.013468,7.61e-05,1.0039,0.3615,0.0,0.0,0.726,-0.6078,-0.013468,-7.61e-05,298,52
NCR1,915,456,0.0,0.0,0.31,-0.4039,0.076923,0.00187989,1.8343,3.2462,0.076923,0.00187989,32,14
NCR2,831,294,0.0,0.0,0.669,0.6161,0.0,0.0,1.3173,0.3961,0.0,0.0,29,7
NCR3,606,436,0.0,0.0,-0.4054,-0.7474,0.0,0.0,1.0073,-0.481,0.0,0.0,20,13
NCR3LG1,1365,4999,0.0,0.0,0.6665,0.3117,0.005155,7.53e-05,0.8217,0.4507,0.005155,7.53e-05,50,195
NCS1,669,815,0.0,0.0,1.0923,0.1863,0.0,0.0,0.8834,0.3545,0.0,0.0,22,28
NCSTN,2184,687,0.012195,0.00013672,0.9362,0.2219,0.090909,0.00209051,1.3324,1.2901,0.078714,0.00195379,83,23
NDC1,2046,2553,0.052632,0.0008742,1.105,1.0751,0.030928,0.00042491,1.3313,2.2858,-0.021704,-0.00044929,77,98
NDC80,1971,213,0.0,0.0,0.5058,-0.6173,,,,,,,74,0
NDE1,1155,2038,0.04878,0.00057504,1.4055,2.2504,0.013158,0.00020917,0.9247,0.6532,-0.035622,-0.00036587,42,77
NDEL1,1128,1334,0.05,0.0002021,1.251,0.4583,0.0,0.0,0.5354,-0.4018,-0.05,-0.0002021,41,49
NDFIP1,741,318,0.0,0.0,0.227,-1.2347,0.0,0.0,-0.2335,-1.5652,0.0,0.0,25,8
NDFIP2,1011,3613,0.028571,0.00032032,1.4684,2.5355,0.0,0.0,0.4994,-0.5682,-0.028571,-0.00032032,36,140
NDN,966,940,0.0,0.0,1.081,1.7413,0.0625,0.00060655,1.337,0.8608,0.0625,0.00060655,34,33
NDNF,1707,1195,0.0,0.0,0.5509,-0.3495,0.047619,0.0005512,1.6415,3.0505,0.047619,0.0005512,64,43
NDOR1,1821,676,0.0,0.0,0.7752,0.3301,0.047619,0.00065003,1.2278,0.8559,0.047619,0.00065003,68,22
NDP,402,1317,0.0,0.0,0.5616,-0.8155,0.042553,0.0007948,1.0686,0.353,0.042553,0.0007948,11,48
NDRG1,1185,1840,0.0,0.0,0.6736,-0.5438,0.044118,0.00046467,1.085,0.681,0.044118,0.00046467,43,69
NDRG2,1266,918,0.0,0.0,0.3218,-0.9421,0.0,0.0,0.4509,-0.6222,0.0,0.0,46,32
NDRG3,1260,122,0.022222,0.00014626,1.0764,0.3734,,,,,,,46,0
NDRG4,1176,2450,0.0,0.0,0.5648,0.094,0.0,0.0,0.4694,-0.6739,0.0,0.0,42,93
NDST1,2688,1422,0.009804,0.00013696,0.9487,0.4204,0.0,0.0,0.8583,-0.0196,-0.009804,-0.00013696,103,52
NDST2,2682,1106,0.0,0.0,0.6477,0.207,0.0,0.0,0.9508,0.2204,0.0,0.0,103,40
NDST3,2622,3184,0.030303,0.00072434,1.4058,2.9718,0.040984,0.00043492,1.2858,1.1445,0.010681,-0.00028942,100,123
NDST4,2619,476,0.0,0.0,0.7638,-0.0977,0.076923,0.00106322,-0.1625,-1.0913,0.076923,0.00106322,100,14
NDUFA10,1290,23,0.0,0.0,0.4811,-0.7753,,,,,,,47,0
NDUFA11,687,1719,0.0,0.0,0.3795,-0.3716,0.0,0.0,0.7426,-0.4954,0.0,0.0,23,64
NDUFA12,486,2221,0.0,0.0,0.4269,-0.9629,0.0,0.0,1.0779,0.9263,0.0,0.0,15,84
NDUFA13,510,88,0.0,0.0,1.0196,0.1925,,,,,,,16,0
NDUFA2,300,349,0.0,0.0,1.6313,0.908,0.0,0.0,1.1339,0.1614,0.0,0.0,7,9
NDUFA3,255,98,0.0,0.0,-0.2541,-1.5193,,,,,,,6,0
NDUFA4L2,420,678,0.0,0.0,0.7746,-0.6895,0.045455,7.947e-05,0.8545,0.1944,0.045455,7.947e-05,12,23
NDUFA5,438,4742,0.0,0.0,0.9086,0.3853,0.027174,0.00037941,1.0353,1.0242,0.027174,0.00037941,13,185
NDUFA6,465,791,0.0,0.0,1.3408,1.0938,0.0,0.0,1.0968,0.5353,0.0,0.0,14,27
NDUFA7,435,169,0.083333,0.00190892,1.5327,1.5499,,,,,,,13,0
NDUFA8,519,285,0.0,0.0,0.2102,-1.3957,0.0,0.0,0.2619,-1.0951,0.0,0.0,16,7
NDUFA9,1239,137,0.0,0.0,0.514,-0.5493,,,,,,,45,0
NDUFAB1,564,194,0.0,0.0,0.4544,-0.9573,,,,,,,18,0
NDUFAF1,1068,166,0.027027,0.0002124,1.0355,0.1103,,,,,,,38,0
NDUFAF2,534,3986,0.0625,0.00174998,1.6327,2.4826,0.012987,0.00051097,1.6663,4.7744,-0.049513,-0.00123901,17,155
NDUFAF3,555,347,0.0,0.0,0.2583,-0.7142,0.0,0.0,0.2364,-1.2638,0.0,0.0,18,9
NDUFAF4,534,1880,0.0,0.0,0.7688,-0.1785,0.014286,0.00034848,1.1888,1.9275,0.014286,0.00034848,17,71
NDUFAF5,1164,42,0.0,0.0,0.586,-0.4727,,,,,,,42,0
NDUFAF6,1002,793,0.029412,0.00053374,1.4835,2.3184,0.0,0.0,1.3091,1.2738,-0.029412,-0.00053374,35,27
NDUFAF7,1326,858,0.0,0.0,0.7861,0.5112,0.034483,0.00012235,0.8655,-0.1005,0.034483,0.00012235,48,30
NDUFB1,318,99,0.0,0.0,0.8271,-0.5497,,,,,,,8,0
NDUFB10,519,156,0.0,0.0,0.9788,0.1609,,,,,,,16,0
NDUFB11,492,1033,0.0,0.0,-0.1379,-0.6639,0.0,0.0,0.9338,0.9869,0.0,0.0,15,37
NDUFB2,318,1348,0.0,0.0,0.4518,-0.7883,0.0,0.0,0.7418,-0.3641,0.0,0.0,8,49
NDUFB3,297,267,0.166667,0.00559026,1.0149,-0.4562,0.0,0.0,1.1497,-0.0984,-0.166667,-0.00559026,7,6
NDUFB4,522,109,0.0,0.0,0.7387,0.2175,,,,,,,16,0
NDUFB5,621,0,0.0,0.0,0.1086,-0.8731,,,,,,,20,0
NDUFB6,387,974,0.0,0.0,0.4647,-0.773,0.030303,0.00054379,1.1477,1.3347,0.030303,0.00054379,11,34
NDUFB7,528,115,0.125,0.00171651,1.2791,0.8598,,,,,,,17,0
NDUFB8,591,170,0.0,0.0,0.9459,-0.3536,,,,,,,19,0
NDUFB9,666,2128,0.0,0.0,0.7273,-0.4723,0.0,0.0,0.6976,-0.3972,0.0,0.0,22,81
NDUFC2,360,1808,0.0,0.0,1.1367,0.2614,0.029851,0.00016848,0.8292,0.0251,0.029851,0.00016848,10,68
NDUFC2-KCTD14,405,125,0.0,0.0,1.5255,1.9907,,,,,,,12,0
NDUFS1,2193,363,0.012195,5.078e-05,1.1292,0.6695,0.0,0.0,0.1385,-1.1501,-0.012195,-5.078e-05,83,10
NDUFS2,1455,484,0.0,0.0,0.8161,-0.2116,0.0,0.0,1.0818,0.7757,0.0,0.0,54,15
NDUFS3,795,99,0.0,0.0,0.4832,-0.5907,,,,,,,27,0
NDUFS4,528,141,0.0,0.0,0.2266,-1.1152,,,,,,,17,0
NDUFS5,321,223,0.0,0.0,0.3998,-0.5244,,,,,,,8,0
NDUFS6,675,146,0.0,0.0,0.8157,-0.6795,,,,,,,22,0
NDUFS7,978,122,0.0,0.0,0.6291,-0.6518,,,,,,,35,0
NDUFS8,633,104,0.05,2.123e-05,0.5307,-0.3191,,,,,,,21,0
NDUFV1,1410,147,0.019608,0.00057964,0.6058,0.1354,,,,,,,52,0
NDUFV2,771,117,0.0,0.0,0.2406,-0.9257,,,,,,,26,0
NDUFV3,1422,4303,0.0,0.0,0.8234,-0.0359,0.041916,0.00090382,1.526,3.6597,0.041916,0.00090382,52,168
NEB,25578,613,0.013752,0.00013112,1.0207,0.779,0.0,0.0,0.1585,-0.9394,-0.013752,-0.00013112,1019,20
NEBL,3054,1661,0.008547,0.00025243,1.0165,0.8335,0.016393,5.75e-06,0.9434,0.2458,0.007846,-0.00024668,118,62
NECAB1,1056,3993,0.0,0.0,0.5799,-0.3943,0.045455,0.00075078,1.28,1.399,0.045455,0.00075078,38,155
NECAB2,1161,835,0.0,0.0,0.8234,-0.4461,0.0,0.0,1.0192,0.2447,0.0,0.0,42,29
NECAB3,1215,788,0.0,0.0,0.7277,-0.0053,0.0,0.0,0.2718,-1.246,0.0,0.0,44,27
NECAP1,828,2651,0.0,0.0,0.4442,-1.2291,0.02,0.00024519,0.9094,0.7589,0.02,0.00024519,29,101
NECAP2,822,1107,0.074074,0.00072859,0.7616,-0.4259,0.051282,0.00027471,0.8421,0.0682,-0.022792,-0.00045388,28,40
NECTIN1,1554,4402,0.035088,0.00047059,1.2506,1.0171,0.017647,0.00034023,1.2469,1.3894,-0.017441,-0.00013036,58,171
NECTIN2,1758,1058,0.046154,0.00056539,1.4309,1.9227,0.0,0.0,0.7996,-0.52,-0.046154,-0.00056539,66,38
NECTIN3,1650,3547,0.0,0.0,0.5918,-0.4696,0.007353,0.00010624,0.7705,0.3551,0.007353,0.00010624,61,137
NECTIN4,1536,1943,0.0,0.0,0.7791,0.2897,0.027778,0.00061187,1.0353,0.6547,0.027778,0.00061187,57,73
NEDD1,2004,363,0.026667,0.00033915,1.1679,1.0235,0.0,0.0,0.6731,-0.3899,-0.026667,-0.00033915,76,10
NEDD4,3960,3275,0.006536,2.88e-05,0.7644,0.1199,0.0,0.0,0.6286,-0.5448,-0.006536,-2.88e-05,154,126
NEDD4L,3765,637,0.006897,5.089e-05,0.8417,-0.1239,0.0,0.0,0.2589,-1.0633,-0.006897,-5.089e-05,146,21
NEDD8,387,365,0.0,0.0,1.6445,2.1138,0.0,0.0,0.0829,-1.4553,0.0,0.0,11,10
NEDD8-MDP1,510,85,0.0,0.0,1.6579,2.9897,,,,,,,16,0
NEDD9,2505,2017,0.0,0.0,0.5021,-0.8444,0.013333,0.00060739,1.4123,4.0406,0.013333,0.00060739,96,76
NEFH,3063,732,0.034188,0.00127394,1.4335,2.6214,0.041667,7.479e-05,1.3454,1.5699,0.007479,-0.00119915,118,25
NEFL,1632,1952,0.066667,0.00107183,1.2727,1.1317,0.027778,0.00014523,0.7326,-0.0567,-0.038889,-0.0009266,61,73
NEFM,2751,520,0.028846,0.00029598,0.6201,-0.1565,0.0,0.0,1.0812,-0.0127,-0.028846,-0.00029598,105,16
NEGR1,1065,11548,0.0,0.0,0.1771,-1.2039,0.02193,0.00046183,1.2463,1.6567,0.02193,0.00046183,38,457
NEIL1,1275,666,0.044444,0.00122259,1.3848,1.9386,0.047619,0.00098998,1.6132,2.2661,0.003175,-0.00023261,46,22
NEIL2,999,1702,0.0,0.0,1.2795,1.5286,0.016129,0.00029774,1.3259,2.3015,0.016129,0.00029774,35,63
NEIL3,1818,545,0.0,0.0,0.8606,-0.099,0.0625,0.00227898,1.2452,0.9375,0.0625,0.00227898,68,17
NEK1,3861,2235,0.013423,0.00017773,1.0005,0.9638,0.011905,0.00029657,1.1586,1.4934,-0.001518,0.00011884,150,85
NEK10,3519,731,0.014815,0.00012936,1.018,0.1458,0.0,0.0,0.9319,0.0231,-0.014815,-0.00012936,136,25
NEK11,2118,878,0.025316,0.00026239,1.3105,1.3587,0.066667,0.00178704,0.9546,0.5273,0.041351,0.00152465,80,31
NEK2,1338,796,0.0,0.0,0.4259,-0.4506,0.0,0.0,0.1925,-0.6911,0.0,0.0,49,27
NEK3,1539,3837,0.053571,0.00090265,1.3779,2.0667,0.006757,0.00011244,0.8252,0.302,-0.046814,-0.00079021,57,149
NEK4,2553,1160,0.0,0.0,0.8067,-0.0408,0.02439,5.023e-05,0.8444,0.4528,0.02439,5.023e-05,98,42
NEK5,2574,3477,0.020619,0.00027062,1.1833,1.3671,0.0,0.0,0.7829,-0.2601,-0.020619,-0.00027062,98,134
NEK6,1044,2575,0.0,0.0,0.8429,0.3849,0.030928,0.00064625,1.2496,2.0457,0.030928,0.00064625,37,98
NEK7,939,3177,0.0,0.0,0.6943,-0.3773,0.033058,0.00046574,1.0422,0.922,0.033058,0.00046574,33,122
NEK8,2118,589,0.0,0.0,0.9107,0.65,0.0,0.0,-0.0116,-0.4133,0.0,0.0,80,19
NEK9,2976,3196,0.026549,0.00036218,1.165,1.174,0.0,0.0,0.8867,0.2091,-0.026549,-0.00036218,114,123
NELFA,1707,611,0.031746,0.00029292,0.9586,0.4765,0.0,0.0,-0.2117,-0.8201,-0.031746,-0.00029292,64,20
NELFB,1887,653,0.028571,0.00010836,0.6465,-0.1426,0.0,0.0,0.2901,-1.4487,-0.028571,-0.00010836,71,22
NELFCD,1800,503,0.015152,0.00025214,1.0281,0.6648,0.066667,0.00110942,0.9956,0.2199,0.051515,0.00085728,67,16
NELFE,1164,241,0.097561,0.00218113,1.3476,1.5999,,,,,,,42,0
NELL1,2517,812,0.021053,0.00053125,1.3733,2.2694,0.0,0.0,0.5396,-0.5703,-0.021053,-0.00053125,96,28
NELL2,2601,678,0.020408,0.00043088,1.0495,1.3189,0.045455,0.00080668,1.4764,2.7306,0.025047,0.0003758,99,23
NEMF,3231,2588,0.024194,0.00066838,1.3831,2.5833,0.010204,9.986e-05,1.16,0.6732,-0.01399,-0.00056852,125,99
NEMP1,1371,4244,0.020408,0.000474,1.4195,2.5515,0.012195,0.00020102,1.2352,2.0663,-0.008213,-0.00027298,50,165
NEMP2,1254,4918,0.022222,0.00011918,1.1155,0.7546,0.015707,0.00012729,0.8578,0.5437,-0.006515,8.11e-06,46,192
NENF,519,397,0.0,0.0,0.4935,0.546,0.0,0.0,-0.0004,-1.5402,0.0,0.0,16,11
NEO1,4413,1072,0.023392,0.00054202,1.0473,1.0304,0.054054,0.00055542,0.7816,-0.1524,0.030662,1.34e-05,172,38
NEPRO,1719,3116,0.031746,0.000727,1.1669,1.5972,0.008403,0.00010031,0.7267,-0.309,-0.023343,-0.00062669,64,120
NES,4866,702,0.021164,0.00028765,1.1459,1.4222,0.0,0.0,0.7016,-0.0666,-0.021164,-0.00028765,190,23
NET1,1791,2198,0.0,0.0,0.5846,-0.0986,0.0,0.0,1.0325,0.4938,0.0,0.0,67,83
NETO1,1686,708,0.032258,0.00088675,1.1813,1.992,0.086957,0.0012944,1.4342,1.7325,0.054699,0.00040765,63,24
NETO2,1578,5851,0.0,0.0,0.8864,-0.1377,0.017544,0.00044193,1.6324,3.5012,0.017544,0.00044193,59,229
NEU1,1248,797,0.0,0.0,0.6372,-0.5929,0.0,0.0,0.7136,-0.5143,0.0,0.0,45,27
NEU2,1143,7562,0.0,0.0,0.9975,0.0386,0.040404,0.00068714,1.1856,1.5716,0.040404,0.00068714,41,298
NEU3,1386,1082,0.0,0.0,0.4536,-0.5558,0.0,0.0,0.8787,0.0234,0.0,0.0,51,39
NEU4,1617,445,0.0,0.0,1.0952,0.6695,0.083333,8.392e-05,0.0749,-0.902,0.083333,8.392e-05,60,13
NEURL1,1725,2857,0.047619,0.00159752,1.5859,3.1014,0.027523,0.0006146,1.7585,4.8844,-0.020096,-0.00098292,64,110
NEURL1B,1668,4759,0.0,0.0,0.2737,-0.7662,0.021622,0.00067262,1.6179,3.5057,0.021622,0.00067262,62,186
NEURL2,858,341,0.0,0.0,0.249,-0.7743,0.0,0.0,-0.5404,-1.5885,0.0,0.0,30,9
NEURL3,789,669,0.0,0.0,0.4609,-0.9343,0.047619,0.00015461,1.0777,0.8326,0.047619,0.00015461,27,22
NEURL4,4800,492,0.005376,3.92e-06,1.068,0.7198,0.0,0.0,0.558,-0.5756,-0.005376,-3.92e-06,187,15
NEUROD1,1071,1422,0.027027,0.00062686,0.9164,0.3009,0.019608,5.613e-05,0.7655,-0.0379,-0.007419,-0.00057073,38,52
NEUROD2,1149,1881,0.0,0.0,1.1742,1.1304,0.085714,0.00344631,1.9804,4.6374,0.085714,0.00344631,41,71
NEUROD4,996,2931,0.029412,0.00065585,0.5859,-0.2525,0.008929,0.00010243,0.8133,-0.0553,-0.020483,-0.00055342,35,113
NEUROD6,1014,945,0.0,0.0,0.5571,-0.3925,0.0,0.0,0.6859,-0.5954,0.0,0.0,36,33
NEUROG1,714,969,0.0,0.0,0.4944,0.3072,0.060606,0.00135468,1.0416,0.9322,0.060606,0.00135468,24,34
NEUROG2,819,1476,0.0,0.0,1.0185,-0.0562,0.0,0.0,0.7889,-0.0875,0.0,0.0,28,54
NEUROG3,645,915,0.0,0.0,0.5659,-0.3134,0.0,0.0,0.0974,-0.6475,0.0,0.0,21,32
NEXMIF,4551,7166,0.022727,0.00055936,1.2306,1.7043,0.017794,0.00020441,0.8654,0.3989,-0.004933,-0.00035495,177,282
NEXN,2028,1254,0.026316,0.00041782,0.8585,0.1171,0.044444,0.00037492,0.7088,-0.1371,0.018128,-4.29e-05,77,46
NF1,8550,3865,0.005952,7.532e-05,0.9587,0.457,0.006711,0.0002883,1.1107,1.1938,0.000759,0.00021298,337,150
NF2,1824,1358,0.0,0.0,0.4523,-0.4666,0.040816,8.702e-05,0.783,-0.3247,0.040816,8.702e-05,68,50
NFAM1,813,4800,0.0,0.0,0.7749,-0.49,0.016129,0.00017564,1.2252,1.0368,0.016129,0.00017564,28,187
NFASC,3723,6613,0.034965,0.00021132,0.6957,-0.1424,0.027027,0.0003443,1.1526,1.4393,-0.007938,0.00013298,144,260
NFAT5,4650,8639,0.016667,0.00027599,1.127,1.4034,0.026471,0.00092156,1.6651,5.1483,0.009804,0.00064557,181,341
NFATC1,2832,2041,0.018519,0.00018978,0.8383,0.5591,0.0,0.0,0.6081,-0.5169,-0.018519,-0.00018978,109,77
NFATC2,2778,4659,0.009434,2.953e-05,0.8993,0.8204,0.005525,2.333e-05,0.8826,0.1414,-0.003909,-6.2e-06,107,182
NFATC2IP,1260,3304,0.044444,0.00020387,1.46,2.1259,0.023622,0.00067718,1.1362,1.3248,-0.020822,0.00047331,46,128
NFATC3,3228,3100,0.016129,0.00043023,1.1745,2.2114,0.016949,0.00051946,1.2294,2.1255,0.00082,8.923e-05,125,119
NFATC4,2895,2805,0.036364,0.00055602,1.0912,1.1129,0.009346,3.294e-05,0.6759,-0.2589,-0.027018,-0.00052308,111,108
NFE2,1122,536,0.0,0.0,0.8959,0.4266,0.0,0.0,0.3529,-0.0779,0.0,0.0,40,17
NFE2L1,2319,2520,0.0,0.0,1.0173,0.8297,0.0,0.0,0.8751,-0.0558,0.0,0.0,88,96
NFE2L2,1956,998,0.0,0.0,0.889,0.4759,0.0,0.0,0.6371,-0.5442,0.0,0.0,74,35
NFE2L3,2106,817,0.0,0.0,0.769,0.8352,0.0,0.0,0.8333,1.0838,0.0,0.0,80,28
NFIA,1665,324,0.0,0.0,0.8832,0.4516,0.142857,0.00101679,0.7846,-0.6151,0.142857,0.00101679,62,8
NFIB,1713,6979,0.0,0.0,0.6282,0.1746,0.032847,0.00085432,1.7008,4.3156,0.032847,0.00085432,64,275
NFIC,1593,6806,0.017241,1.292e-05,0.9911,0.5397,0.026217,0.00035331,0.9581,0.4526,0.008976,0.00034039,59,268
NFIL3,1389,1136,0.0,0.0,0.3011,-0.9923,0.0,0.0,0.2547,-0.7312,0.0,0.0,51,41
NFILZ,870,4038,0.0,0.0,1.0393,1.3801,0.019231,0.00017843,0.9751,0.581,0.019231,0.00017843,30,157
NFIX,1533,159,0.017857,0.00046983,1.7895,4.4511,,,,,,,57,0
NFKB1,2949,1103,0.017857,0.00064856,1.2891,2.5905,0.025641,0.00022553,0.4433,-0.0368,0.007784,-0.00042303,113,40
NFKB2,2781,302,0.009434,0.0001629,0.8496,0.7571,0.0,0.0,-0.1259,-1.4419,-0.009434,-0.0001629,107,7
NFKBIA,954,605,0.0,0.0,1.2339,1.4558,0.0,0.0,0.3617,-0.6447,0.0,0.0,34,20
NFKBIB,1071,121,0.0,0.0,1.406,3.934,,,,,,,38,0
NFKBID,1413,1089,0.0,0.0,0.5153,-0.4339,0.0,0.0,0.4837,-1.0721,0.0,0.0,52,39
NFKBIE,1503,1078,0.018182,2.596e-05,1.2907,1.2377,0.026316,0.00054312,1.4394,1.8848,0.008134,0.00051716,56,39
NFKBIL1,1146,305,0.0,0.0,1.1189,0.8606,0.142857,0.00322686,1.2953,0.6114,0.142857,0.00322686,41,8
NFKBIZ,2157,1766,0.0,0.0,0.6266,-0.1966,0.015385,0.00049025,0.8114,0.05,0.015385,0.00049025,82,66
NFRKB,3975,376,0.058824,0.00078724,1.2104,0.9141,0.0,0.0,0.4935,-0.8948,-0.058824,-0.00078724,154,10
NFS1,1401,720,0.06,0.00079551,1.3951,2.0371,0.0,0.0,0.3877,-0.8086,-0.06,-0.00079551,51,24
NFU1,816,361,0.037037,0.00026825,0.9046,-0.2852,0.0,0.0,0.1919,-1.1382,-0.037037,-0.00026825,28,10
NFX1,3366,1267,0.031008,0.00032869,1.265,1.1086,0.0,0.0,0.7496,-0.2529,-0.031008,-0.00032869,130,46
NFXL1,2736,987,0.019231,0.00014192,0.8816,0.3916,0.0,0.0,0.7356,-0.8174,-0.019231,-0.00014192,105,35
NFYA,1044,5165,0.0,0.0,0.6922,-0.2068,0.044776,0.00107143,1.383,1.9936,0.044776,0.00107143,37,202
NFYB,627,2881,0.0,0.0,0.3564,-0.856,0.018182,0.00038174,1.7473,4.2112,0.018182,0.00038174,20,111
NFYC,1377,781,0.0,0.0,1.2805,1.1727,0.038462,0.00052606,1.3274,1.3515,0.038462,0.00052606,50,27
NGB,456,1322,0.0,0.0,0.4935,-0.2137,0.06383,0.0011413,1.0351,0.7859,0.06383,0.0011413,14,48
NGDN,1071,21,0.027027,0.0003905,1.9301,4.5665,,,,,,,38,0
NGEF,2232,1069,0.0,0.0,0.733,-0.2758,0.027027,2.7e-06,0.5665,-0.7242,0.027027,2.7e-06,85,38
NGF,726,442,0.0,0.0,-0.0321,-0.5469,0.0,0.0,0.8629,0.4873,0.0,0.0,24,13
NGFR,1284,2124,0.0,0.0,1.0888,1.5268,0.0,0.0,0.6979,-0.5814,0.0,0.0,47,80
NGLY1,2055,238,0.025974,0.0003375,0.8617,0.6201,,,,,,,78,0
NGRN,981,463,0.029412,0.00139856,2.1381,5.5699,0.0,0.0,0.3953,-1.4981,-0.029412,-0.00139856,35,14
NHEJ1,966,507,0.0,0.0,1.1731,1.1273,0.0,0.0,1.133,-0.0169,0.0,0.0,34,16
NHERF1,1254,912,0.044444,0.00026149,0.9917,0.5163,0.032258,0.00164656,2.3415,7.1634,-0.012186,0.00138507,46,32
NHERF2,1041,598,0.0,0.0,0.7416,-0.5174,0.0,0.0,0.6144,-0.3418,0.0,0.0,37,19
NHERF4,1716,1280,0.015873,0.00011045,0.8865,0.1411,0.0,0.0,0.9296,0.2156,-0.015873,-0.00011045,64,47
NHLH1,402,2155,0.0,0.0,0.3096,-1.3843,0.012346,0.00054497,1.3294,1.8856,0.012346,0.00054497,11,82
NHLH2,408,2104,0.0,0.0,0.0718,-1.3618,0.012658,0.00028996,1.0228,0.918,0.012658,0.00028996,12,80
NHLRC1,1188,1050,0.02381,0.00012769,0.7115,0.3101,0.0,0.0,0.8314,0.2033,-0.02381,-0.00012769,43,37
NHLRC2,2181,8870,0.012195,0.00019157,0.6133,-0.1879,0.017192,0.0001077,0.9424,0.5175,0.004997,-8.387e-05,83,350
NHLRC3,1044,2367,0.083333,0.00126837,1.048,0.6603,0.033708,0.00041613,0.9308,0.3564,-0.049625,-0.00085224,37,90
NHLRC4,372,1724,0.0,0.0,0.7216,-1.0662,0.015873,0.00037439,1.056,0.9185,0.015873,0.00037439,10,64
NHP2,480,394,0.0,0.0,0.661,-0.1057,0.0,0.0,0.9084,-0.4656,0.0,0.0,15,11
NHS,4956,4088,0.031088,0.00061469,1.4375,2.5123,0.012658,0.00023711,1.3306,1.9187,-0.01843,-0.00037758,194,159
NHSL1,5052,2527,0.010204,0.0001517,1.1812,1.4831,0.031579,0.00045889,1.2947,1.7426,0.021375,0.00030719,197,96
NHSL2,3678,9955,0.014085,0.00025055,0.8064,-0.1007,0.020356,0.00034159,0.9751,0.8293,0.006271,9.104e-05,143,394
NHSL3,3285,2208,0.039683,0.00035677,1.0133,0.5521,0.012048,1.307e-05,0.9542,0.4089,-0.027635,-0.0003437,127,84
